Round,Task,Trial,Item.ID,Shape,Angle,Distr1,Distr2,Distr3,Distr4,Distr5,Distr6,Distr7,SelectedItem,Accuracy,Word,Participant.ID,Condition,LinguisticStructure,Lang.ID
3,Exposure,10,20,3,315,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,11,19,3,240,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,12,18,3,180,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,13,23,4,300,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,14,13,2,330,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,15,26,4,225,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,16,16,3,135,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,17,25,4,120,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,18,3,1,360,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,19,15,3,45,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,20,4,1,210,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,21,21,3,270,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,22,12,2,135,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Exposure,23,5,1,60,,,,,,,,,,"",P12,small,0.594566125085155,S3
3,Guessing,1,20,3,315,8,3,7,16,19,21,25,20,1,"",P12,small,0.594566125085155,S3
3,Guessing,2,25,4,120,20,4,6,9,14,3,23,25,1,"",P12,small,0.594566125085155,S3
3,Guessing,3,21,3,270,4,23,19,3,5,6,26,21,1,"",P12,small,0.594566125085155,S3
3,Guessing,4,10,2,210,4,25,9,18,20,19,21,4,0,"",P12,small,0.594566125085155,S3
3,Guessing,5,28,4,30,6,4,19,5,16,7,11,5,0,"",P12,small,0.594566125085155,S3
3,Guessing,6,26,4,225,5,28,23,7,20,8,1,28,0,"",P12,small,0.594566125085155,S3
3,Guessing,7,16,3,135,28,7,4,12,6,23,14,16,1,"",P12,small,0.594566125085155,S3
3,Guessing,8,14,2,180,28,6,10,9,7,15,16,14,1,"",P12,small,0.594566125085155,S3
3,Guessing,9,7,1,315,6,11,3,19,18,26,13,3,0,"",P12,small,0.594566125085155,S3
3,Guessing,10,12,2,135,8,19,10,7,13,25,1,13,0,"",P12,small,0.594566125085155,S3
3,Guessing,11,15,3,45,18,5,9,19,6,4,14,15,1,"",P12,small,0.594566125085155,S3
3,Guessing,12,11,2,45,21,23,4,28,7,26,5,11,1,"",P12,small,0.594566125085155,S3
3,Guessing,13,8,2,270,11,20,10,18,3,1,13,11,0,"",P12,small,0.594566125085155,S3
3,Guessing,14,6,1,240,12,9,18,20,8,19,4,4,0,"",P12,small,0.594566125085155,S3
3,Guessing,15,9,2,90,14,23,1,26,11,20,28,9,1,"",P12,small,0.594566125085155,S3
3,Guessing,16,1,1,150,20,4,19,10,26,7,28,28,0,"",P12,small,0.594566125085155,S3
3,Guessing,17,18,3,180,21,14,4,5,19,7,23,5,0,"",P12,small,0.594566125085155,S3
3,Guessing,18,3,1,360,1,4,26,9,6,11,18,26,0,"",P12,small,0.594566125085155,S3
3,Guessing,19,4,1,210,6,28,9,26,1,10,18,4,1,"",P12,small,0.594566125085155,S3
3,Guessing,20,23,4,300,13,12,14,9,15,8,25,23,1,"",P12,small,0.594566125085155,S3
3,Guessing,21,13,2,330,19,26,9,7,28,20,10,10,0,"",P12,small,0.594566125085155,S3
3,Guessing,22,19,3,240,15,14,6,13,16,8,23,19,1,"",P12,small,0.594566125085155,S3
3,Guessing,23,5,1,60,20,26,4,10,8,1,7,5,1,"",P12,small,0.594566125085155,S3
3,Production,1,15,3,45,,,,,,,,,0,powao,P12,small,0.594566125085155,S3
3,Production,2,18,3,180,,,,,,,,,1,powii,P12,small,0.594566125085155,S3
3,Production,3,7,1,315,,,,,,,,,1,fewoo,P12,small,0.594566125085155,S3
3,Production,4,25,4,120,,,,,,,,,0,fuotti,P12,small,0.594566125085155,S3
3,Production,5,1,1,150,,,,,,,,,0,fewen,P12,small,0.594566125085155,S3
3,Production,6,28,4,30,,,,,,,,,0,fuotio,P12,small,0.594566125085155,S3
3,Production,7,8,2,270,,,,,,,,,0,asku-u-u,P12,small,0.594566125085155,S3
3,Production,8,10,2,210,,,,,,,,,0,askooo,P12,small,0.594566125085155,S3
3,Production,9,20,3,315,,,,,,,,,1,powoa,P12,small,0.594566125085155,S3
3,Production,10,19,3,240,,,,,,,,,1,powwoo,P12,small,0.594566125085155,S3
3,Production,11,26,4,225,,,,,,,,,0,fuotio,P12,small,0.594566125085155,S3
3,Production,12,9,2,90,,,,,,,,,1,askii,P12,small,0.594566125085155,S3
3,Production,13,23,4,300,,,,,,,,,1,fuotio,P12,small,0.594566125085155,S3
3,Production,14,3,1,360,,,,,,,,,1,fewen,P12,small,0.594566125085155,S3
3,Production,15,4,1,210,,,,,,,,,0,fewoa,P12,small,0.594566125085155,S3
3,Production,16,12,2,135,,,,,,,,,1,askeee,P12,small,0.594566125085155,S3
3,Production,17,14,2,180,,,,,,,,,1,aski,P12,small,0.594566125085155,S3
3,Production,18,13,2,330,,,,,,,,,0,askooo,P12,small,0.594566125085155,S3
3,Production,19,5,1,60,,,,,,,,,0,feweee,P12,small,0.594566125085155,S3
3,Production,20,21,3,270,,,,,,,,,1,powwoo,P12,small,0.594566125085155,S3
3,Production,21,6,1,240,,,,,,,,,0,fewee,P12,small,0.594566125085155,S3
3,Production,22,16,3,135,,,,,,,,,0,powao,P12,small,0.594566125085155,S3
3,Production,23,11,2,45,,,,,,,,,0,aksuuu,P12,small,0.594566125085155,S3
5,MemorizationTest,1,4,1,210,,,,,,,,,0,fewo-o-o,P12,small,0.594566125085155,S3
5,MemorizationTest,2,26,4,225,,,,,,,,,0,fuotio,P12,small,0.594566125085155,S3
5,MemorizationTest,3,16,3,135,,,,,,,,,0,powee,P12,small,0.594566125085155,S3
5,MemorizationTest,4,21,3,270,,,,,,,,,1,powwoo,P12,small,0.594566125085155,S3
5,MemorizationTest,5,28,4,30,,,,,,,,,0,fuoti-i-i,P12,small,0.594566125085155,S3
5,MemorizationTest,6,25,4,120,,,,,,,,,0,fuottio,P12,small,0.594566125085155,S3
5,MemorizationTest,7,3,1,360,,,,,,,,,0,fewao,P12,small,0.594566125085155,S3
5,MemorizationTest,8,13,2,330,,,,,,,,,1,asko-o-o,P12,small,0.594566125085155,S3
5,MemorizationTest,9,10,2,210,,,,,,,,,0,askuo,P12,small,0.594566125085155,S3
5,MemorizationTest,10,6,1,240,,,,,,,,,1,fewo-o-o,P12,small,0.594566125085155,S3
5,MemorizationTest,11,23,4,300,,,,,,,,,0,fuottio,P12,small,0.594566125085155,S3
5,MemorizationTest,12,19,3,240,,,,,,,,,1,powwoo,P12,small,0.594566125085155,S3
5,MemorizationTest,13,1,1,150,,,,,,,,,0,fewee,P12,small,0.594566125085155,S3
5,MemorizationTest,14,9,2,90,,,,,,,,,1,askii,P12,small,0.594566125085155,S3
5,MemorizationTest,15,12,2,135,,,,,,,,,1,askeee,P12,small,0.594566125085155,S3
5,MemorizationTest,16,8,2,270,,,,,,,,,1,asku-u-u-u,P12,small,0.594566125085155,S3
5,MemorizationTest,17,14,2,180,,,,,,,,,1,aski,P12,small,0.594566125085155,S3
5,MemorizationTest,18,5,1,60,,,,,,,,,1,fewee,P12,small,0.594566125085155,S3
5,MemorizationTest,19,11,2,45,,,,,,,,,0,askuuu,P12,small,0.594566125085155,S3
5,MemorizationTest,20,20,3,315,,,,,,,,,0,powao,P12,small,0.594566125085155,S3
5,MemorizationTest,21,15,3,45,,,,,,,,,0,powe-e-e,P12,small,0.594566125085155,S3
5,MemorizationTest,22,7,1,315,,,,,,,,,0,fewao,P12,small,0.594566125085155,S3
5,MemorizationTest,23,18,3,180,,,,,,,,,1,powii,P12,small,0.594566125085155,S3
5,RegularizationTest,1,36,4,150,,,,,,,,,,fuotio-o,P12,small,0.594566125085155,S3
5,RegularizationTest,2,32,2,300,,,,,,,,,,askaa,P12,small,0.594566125085155,S3
5,RegularizationTest,3,17,3,225,,,,,,,,,,powoo,P12,small,0.594566125085155,S3
5,RegularizationTest,4,30,1,225,,,,,,,,,,fewao,P12,small,0.594566125085155,S3
5,RegularizationTest,5,31,2,360,,,,,,,,,,asku,P12,small,0.594566125085155,S3
5,RegularizationTest,6,34,3,60,,,,,,,,,,powee,P12,small,0.594566125085155,S3
5,RegularizationTest,7,35,4,60,,,,,,,,,,fuotee,P12,small,0.594566125085155,S3
5,RegularizationTest,8,22,4,330,,,,,,,,,,fuottii,P12,small,0.594566125085155,S3
5,RegularizationTest,9,29,1,120,,,,,,,,,,fewau,P12,small,0.594566125085155,S3
5,RegularizationTest,10,33,3,360,,,,,,,,,,powieee,P12,small,0.594566125085155,S3
5,RegularizationTest,11,2,1,30,,,,,,,,,,fewio,P12,small,0.594566125085155,S3
5,RegularizationTest,12,27,4,150,,,,,,,,,,fuoto-o-o-o-o,P12,small,0.594566125085155,S3
5,RegularizationTest,13,24,4,90,,,,,,,,,,fuoti-e-e-e,P12,small,0.594566125085155,S3
1,Exposure,1,18,3,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,2,26,4,225,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,3,9,2,90,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,4,28,4,30,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,5,10,2,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,6,8,2,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,7,6,1,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,8,16,3,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,9,7,1,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,10,25,4,120,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,11,15,3,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,12,3,1,360,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,1,26,4,225,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,2,18,3,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,3,8,2,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,4,25,4,120,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,5,16,3,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,6,3,1,360,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,7,28,4,30,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,8,7,1,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,9,9,2,90,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,10,10,2,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,11,15,3,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Exposure,12,6,1,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
1,Guessing,1,28,4,30,15,3,26,,,,,15,0,"",P13,small,0.594566125085155,S3
1,Guessing,2,3,1,360,6,28,8,,,,,6,0,"",P13,small,0.594566125085155,S3
1,Guessing,3,15,3,45,16,8,9,,,,,9,0,"",P13,small,0.594566125085155,S3
1,Guessing,4,25,4,120,16,10,15,,,,,25,1,"",P13,small,0.594566125085155,S3
1,Guessing,5,16,3,135,8,25,7,,,,,16,1,"",P13,small,0.594566125085155,S3
1,Guessing,6,18,3,180,28,8,15,,,,,28,0,"",P13,small,0.594566125085155,S3
1,Guessing,7,8,2,270,18,9,10,,,,,8,1,"",P13,small,0.594566125085155,S3
1,Guessing,8,26,4,225,25,8,16,,,,,25,0,"",P13,small,0.594566125085155,S3
1,Guessing,9,10,2,210,26,7,28,,,,,10,1,"",P13,small,0.594566125085155,S3
1,Guessing,10,9,2,90,10,18,8,,,,,8,0,"",P13,small,0.594566125085155,S3
1,Guessing,11,6,1,240,28,26,10,,,,,6,1,"",P13,small,0.594566125085155,S3
1,Guessing,12,7,1,315,18,28,16,,,,,7,1,"",P13,small,0.594566125085155,S3
1,Guessing,1,3,1,360,26,16,18,,,,,3,1,"",P13,small,0.594566125085155,S3
1,Guessing,2,6,1,240,10,8,16,,,,,16,0,"",P13,small,0.594566125085155,S3
1,Guessing,3,16,3,135,10,9,7,,,,,16,1,"",P13,small,0.594566125085155,S3
1,Guessing,4,28,4,30,9,3,16,,,,,3,0,"",P13,small,0.594566125085155,S3
1,Guessing,5,7,1,315,26,28,25,,,,,25,0,"",P13,small,0.594566125085155,S3
1,Guessing,6,25,4,120,9,26,3,,,,,25,1,"",P13,small,0.594566125085155,S3
1,Guessing,7,18,3,180,10,16,3,,,,,3,0,"",P13,small,0.594566125085155,S3
1,Guessing,8,9,2,90,18,15,28,,,,,9,1,"",P13,small,0.594566125085155,S3
1,Guessing,9,10,2,210,28,9,25,,,,,9,0,"",P13,small,0.594566125085155,S3
1,Guessing,10,8,2,270,26,16,18,,,,,16,0,"",P13,small,0.594566125085155,S3
1,Guessing,11,26,4,225,25,18,3,,,,,3,0,"",P13,small,0.594566125085155,S3
1,Guessing,12,15,3,45,28,10,18,,,,,28,0,"",P13,small,0.594566125085155,S3
1,Production,1,25,4,120,,,,,,,,,0,ouu,P13,small,0.594566125085155,S3
1,Production,2,26,4,225,,,,,,,,,0,fuotti,P13,small,0.594566125085155,S3
1,Production,3,7,1,315,,,,,,,,,0,ku,P13,small,0.594566125085155,S3
1,Production,4,28,4,30,,,,,,,,,0,fewoo,P13,small,0.594566125085155,S3
1,Production,5,10,2,210,,,,,,,,,0,ask,P13,small,0.594566125085155,S3
1,Production,6,18,3,180,,,,,,,,,0,powoa,P13,small,0.594566125085155,S3
1,Production,7,6,1,240,,,,,,,,,0,futt,P13,small,0.594566125085155,S3
1,Production,8,8,2,270,,,,,,,,,0,askoa,P13,small,0.594566125085155,S3
1,Production,9,15,3,45,,,,,,,,,0,powu,P13,small,0.594566125085155,S3
1,Production,10,9,2,90,,,,,,,,,0,askuuu,P13,small,0.594566125085155,S3
1,Production,11,16,3,135,,,,,,,,,0,powoa,P13,small,0.594566125085155,S3
1,Production,12,3,1,360,,,,,,,,,0,fewii,P13,small,0.594566125085155,S3
1,Production,1,9,2,90,,,,,,,,,1,askii,P13,small,0.594566125085155,S3
1,Production,2,15,3,45,,,,,,,,,0,powuu,P13,small,0.594566125085155,S3
1,Production,3,25,4,120,,,,,,,,,0,ffe,P13,small,0.594566125085155,S3
1,Production,4,16,3,135,,,,,,,,,0,powii,P13,small,0.594566125085155,S3
1,Production,5,28,4,30,,,,,,,,,0,fewuuu,P13,small,0.594566125085155,S3
1,Production,6,6,1,240,,,,,,,,,0,fewooo,P13,small,0.594566125085155,S3
1,Production,7,8,2,270,,,,,,,,,0,askooo,P13,small,0.594566125085155,S3
1,Production,8,3,1,360,,,,,,,,,1,fewen,P13,small,0.594566125085155,S3
1,Production,9,7,1,315,,,,,,,,,0,few-u-u-u,P13,small,0.594566125085155,S3
1,Production,10,26,4,225,,,,,,,,,0,few,P13,small,0.594566125085155,S3
1,Production,11,18,3,180,,,,,,,,,0,powoa,P13,small,0.594566125085155,S3
1,Production,12,10,2,210,,,,,,,,,0,askii,P13,small,0.594566125085155,S3
2,Exposure,1,4,1,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,2,19,3,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,3,11,2,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,4,23,4,300,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,5,5,1,60,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,6,14,2,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,7,13,2,330,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,8,12,2,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,9,20,3,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,10,1,1,150,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,11,21,3,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,1,21,3,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,2,14,2,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,3,20,3,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,4,23,4,300,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,5,4,1,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,6,13,2,330,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,7,12,2,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,8,11,2,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,9,5,1,60,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,10,1,1,150,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Exposure,11,19,3,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
2,Guessing,1,11,2,45,5,12,13,,,,,11,1,"",P13,small,0.594566125085155,S3
2,Guessing,2,21,3,270,19,14,11,,,,,19,0,"",P13,small,0.594566125085155,S3
2,Guessing,3,12,2,135,11,19,23,,,,,11,0,"",P13,small,0.594566125085155,S3
2,Guessing,4,23,4,300,5,14,13,,,,,23,1,"",P13,small,0.594566125085155,S3
2,Guessing,5,1,1,150,20,21,11,,,,,1,1,"",P13,small,0.594566125085155,S3
2,Guessing,6,4,1,210,14,13,19,,,,,4,1,"",P13,small,0.594566125085155,S3
2,Guessing,7,14,2,180,19,13,5,,,,,14,1,"",P13,small,0.594566125085155,S3
2,Guessing,8,19,3,240,12,11,5,,,,,19,1,"",P13,small,0.594566125085155,S3
2,Guessing,9,20,3,315,23,4,12,,,,,20,1,"",P13,small,0.594566125085155,S3
2,Guessing,10,13,2,330,5,23,1,,,,,23,0,"",P13,small,0.594566125085155,S3
2,Guessing,11,5,1,60,4,1,19,,,,,4,0,"",P13,small,0.594566125085155,S3
2,Guessing,1,19,3,240,11,13,1,,,,,19,1,"",P13,small,0.594566125085155,S3
2,Guessing,2,23,4,300,4,19,13,,,,,4,0,"",P13,small,0.594566125085155,S3
2,Guessing,3,14,2,180,4,5,20,,,,,14,1,"",P13,small,0.594566125085155,S3
2,Guessing,4,13,2,330,19,20,1,,,,,19,0,"",P13,small,0.594566125085155,S3
2,Guessing,5,21,3,270,20,5,1,,,,,21,1,"",P13,small,0.594566125085155,S3
2,Guessing,6,1,1,150,5,13,11,,,,,5,0,"",P13,small,0.594566125085155,S3
2,Guessing,7,4,1,210,11,23,19,,,,,11,0,"",P13,small,0.594566125085155,S3
2,Guessing,8,20,3,315,12,19,11,,,,,19,0,"",P13,small,0.594566125085155,S3
2,Guessing,9,11,2,45,20,19,21,,,,,11,1,"",P13,small,0.594566125085155,S3
2,Guessing,10,12,2,135,23,14,1,,,,,12,1,"",P13,small,0.594566125085155,S3
2,Guessing,11,5,1,60,14,11,23,,,,,5,1,"",P13,small,0.594566125085155,S3
2,Production,1,19,3,240,,,,,,,,,0,powwee,P13,small,0.594566125085155,S3
2,Production,2,11,2,45,,,,,,,,,1,asku-u-u,P13,small,0.594566125085155,S3
2,Production,3,23,4,300,,,,,,,,,0,fuo,P13,small,0.594566125085155,S3
2,Production,4,13,2,330,,,,,,,,,0,askoa,P13,small,0.594566125085155,S3
2,Production,5,1,1,150,,,,,,,,,0,fu,P13,small,0.594566125085155,S3
2,Production,6,5,1,60,,,,,,,,,0,ask-u-u-u,P13,small,0.594566125085155,S3
2,Production,7,14,2,180,,,,,,,,,0,askii,P13,small,0.594566125085155,S3
2,Production,8,20,3,315,,,,,,,,,0,powoo,P13,small,0.594566125085155,S3
2,Production,9,4,1,210,,,,,,,,,0,fiuo,P13,small,0.594566125085155,S3
2,Production,10,12,2,135,,,,,,,,,0,akskee,P13,small,0.594566125085155,S3
2,Production,11,21,3,270,,,,,,,,,0,powoo,P13,small,0.594566125085155,S3
2,Production,1,1,1,150,,,,,,,,,0,fuio,P13,small,0.594566125085155,S3
2,Production,2,5,1,60,,,,,,,,,0,fewu,P13,small,0.594566125085155,S3
2,Production,3,20,3,315,,,,,,,,,0,powwoo,P13,small,0.594566125085155,S3
2,Production,4,23,4,300,,,,,,,,,0,fu,P13,small,0.594566125085155,S3
2,Production,5,21,3,270,,,,,,,,,1,powwoo,P13,small,0.594566125085155,S3
2,Production,6,4,1,210,,,,,,,,,0,futiee,P13,small,0.594566125085155,S3
2,Production,7,19,3,240,,,,,,,,,1,powwoo,P13,small,0.594566125085155,S3
2,Production,8,11,2,45,,,,,,,,,0,ask-u-u-u,P13,small,0.594566125085155,S3
2,Production,9,12,2,135,,,,,,,,,0,askee,P13,small,0.594566125085155,S3
2,Production,10,14,2,180,,,,,,,,,1,aski,P13,small,0.594566125085155,S3
2,Production,11,13,2,330,,,,,,,,,0,askoa,P13,small,0.594566125085155,S3
3,Exposure,1,12,2,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,2,21,3,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,3,9,2,90,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,4,25,4,120,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,5,4,1,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,6,8,2,270,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,7,5,1,60,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,8,14,2,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,9,18,3,180,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,10,20,3,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,11,3,1,360,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,12,16,3,135,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,13,19,3,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,14,15,3,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,15,1,1,150,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,16,26,4,225,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,17,23,4,300,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,18,6,1,240,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,19,10,2,210,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,20,7,1,315,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,21,11,2,45,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,22,13,2,330,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Exposure,23,28,4,30,,,,,,,,,,"",P13,small,0.594566125085155,S3
3,Guessing,1,23,4,300,9,6,11,12,14,4,26,23,1,"",P13,small,0.594566125085155,S3
3,Guessing,2,10,2,210,11,9,7,23,3,12,5,10,1,"",P13,small,0.594566125085155,S3
3,Guessing,3,13,2,330,10,16,5,26,12,1,25,13,1,"",P13,small,0.594566125085155,S3
3,Guessing,4,16,3,135,3,28,4,1,6,25,21,21,0,"",P13,small,0.594566125085155,S3
3,Guessing,5,11,2,45,13,1,26,14,25,10,18,11,1,"",P13,small,0.594566125085155,S3
3,Guessing,6,14,2,180,6,9,12,15,1,19,28,14,1,"",P13,small,0.594566125085155,S3
3,Guessing,7,7,1,315,6,10,4,28,11,8,18,6,0,"",P13,small,0.594566125085155,S3
3,Guessing,8,6,1,240,21,10,18,8,5,26,20,20,0,"",P13,small,0.594566125085155,S3
3,Guessing,9,20,3,315,13,6,23,4,14,9,11,23,0,"",P13,small,0.594566125085155,S3
3,Guessing,10,19,3,240,15,26,18,23,13,8,25,19,1,"",P13,small,0.594566125085155,S3
3,Guessing,11,21,3,270,10,3,13,18,20,23,26,20,0,"",P13,small,0.594566125085155,S3
3,Guessing,12,8,2,270,10,23,28,14,12,19,9,9,0,"",P13,small,0.594566125085155,S3
3,Guessing,13,28,4,30,19,10,4,18,5,1,8,28,1,"",P13,small,0.594566125085155,S3
3,Guessing,14,1,1,150,15,5,7,28,16,13,3,1,1,"",P13,small,0.594566125085155,S3
3,Guessing,15,3,1,360,6,26,9,10,20,8,23,26,0,"",P13,small,0.594566125085155,S3
3,Guessing,16,9,2,90,13,21,23,12,10,20,28,10,0,"",P13,small,0.594566125085155,S3
3,Guessing,17,25,4,120,19,26,15,18,20,5,1,26,0,"",P13,small,0.594566125085155,S3
3,Guessing,18,4,1,210,10,26,28,9,5,16,14,4,1,"",P13,small,0.594566125085155,S3
3,Guessing,19,18,3,180,26,13,14,6,25,12,10,18,1,"",P13,small,0.594566125085155,S3
3,Guessing,20,15,3,45,18,19,10,12,4,1,20,15,1,"",P13,small,0.594566125085155,S3
3,Guessing,21,5,1,60,15,11,7,26,21,19,23,7,0,"",P13,small,0.594566125085155,S3
3,Guessing,22,26,4,225,4,18,11,20,19,13,15,19,0,"",P13,small,0.594566125085155,S3
3,Guessing,23,12,2,135,13,8,19,6,18,7,21,8,0,"",P13,small,0.594566125085155,S3
3,Production,1,13,2,330,,,,,,,,,0,askoa,P13,small,0.594566125085155,S3
3,Production,2,23,4,300,,,,,,,,,0,fut,P13,small,0.594566125085155,S3
3,Production,3,6,1,240,,,,,,,,,0,ffi,P13,small,0.594566125085155,S3
3,Production,4,18,3,180,,,,,,,,,0,aski,P13,small,0.594566125085155,S3
3,Production,5,1,1,150,,,,,,,,,1,fewoa,P13,small,0.594566125085155,S3
3,Production,6,16,3,135,,,,,,,,,0,powoa,P13,small,0.594566125085155,S3
3,Production,7,7,1,315,,,,,,,,,0,fewee,P13,small,0.594566125085155,S3
3,Production,8,26,4,225,,,,,,,,,0,fuo,P13,small,0.594566125085155,S3
3,Production,9,21,3,270,,,,,,,,,1,powwoo,P13,small,0.594566125085155,S3
3,Production,10,28,4,30,,,,,,,,,0,fuoi-tu-u-u,P13,small,0.594566125085155,S3
3,Production,11,12,2,135,,,,,,,,,0,askee,P13,small,0.594566125085155,S3
3,Production,12,5,1,60,,,,,,,,,0,fewu-u-u,P13,small,0.594566125085155,S3
3,Production,13,3,1,360,,,,,,,,,0,fewoo,P13,small,0.594566125085155,S3
3,Production,14,10,2,210,,,,,,,,,1,askoa,P13,small,0.594566125085155,S3
3,Production,15,9,2,90,,,,,,,,,0,askeee,P13,small,0.594566125085155,S3
3,Production,16,19,3,240,,,,,,,,,1,powwoo,P13,small,0.594566125085155,S3
3,Production,17,8,2,270,,,,,,,,,0,aski,P13,small,0.594566125085155,S3
3,Production,18,25,4,120,,,,,,,,,0,fuoit,P13,small,0.594566125085155,S3
3,Production,19,20,3,315,,,,,,,,,0,powee,P13,small,0.594566125085155,S3
3,Production,20,15,3,45,,,,,,,,,0,powuu,P13,small,0.594566125085155,S3
3,Production,21,4,1,210,,,,,,,,,0,fu,P13,small,0.594566125085155,S3
3,Production,22,11,2,45,,,,,,,,,1,asku-u-u,P13,small,0.594566125085155,S3
3,Production,23,14,2,180,,,,,,,,,1,aski,P13,small,0.594566125085155,S3
5,MemorizationTest,1,14,2,180,,,,,,,,,1,aski,P13,small,0.594566125085155,S3
5,MemorizationTest,2,21,3,270,,,,,,,,,1,powwoo,P13,small,0.594566125085155,S3
5,MemorizationTest,3,12,2,135,,,,,,,,,1,askeee,P13,small,0.594566125085155,S3
